Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,RPM,EngineSize
Mazda,Model_9276,SUV,26.9,28.9,42.6,24,32,Driver only,4817,2.1
Hyundai,Model_9277,Sport,34.0,45.0,32.2,20,27,Driver & Passenger,4538,4.6
Chevrolet,Model_9278,Sport,25.6,39.9,13.3,16,24,Driver & Passenger,5240,1.9
Volkswagen,Model_9279,Compact,15.5,45.0,60.0,25,43,Driver & Passenger,6130,4.6
Toyota,Model_9280,Large,27.5,31.0,29.3,22,47,None,4269,3.2
Audi,Model_9281,Large,21.5,51.2,38.9,28,23,Driver only,4107,1.7
Kia,Model_9282,Small,19.1,45.5,41.5,26,35,Driver & Passenger,5038,2.3
Chevrolet,Model_9283,Small,20.5,23.9,28.7,34,37,Driver & Passenger,4946,4.3
Mazda,Model_9284,Van,24.5,52.7,28.3,21,23,None,4945,4.8
Honda,Model_9285,Midsize,40.9,53.2,25.8,32,30,Driver & Passenger,4799,4.5
Honda,Model_9286,SUV,35.3,28.7,24.9,19,27,None,6208,4.5
Nissan,Model_9287,Small,32.9,39.3,13.6,20,45,Driver & Passenger,5472,1.0
BMW,Model_9288,Large,25.7,46.7,62.8,27,20,Driver & Passenger,5832,2.8
Audi,Model_9289,SUV,8.6,46.8,43.6,16,46,Driver & Passenger,4082,4.3
Lexus,Model_9290,Midsize,20.9,10.6,17.7,33,32,None,6162,1.1
Lexus,Model_9291,Small,38.2,38.3,43.4,22,40,None,4058,3.8
Honda,Model_9292,Compact,22.7,53.8,24.3,25,46,None,6146,3.0
Mazda,Model_9293,Sport,29.1,20.4,28.5,35,41,Driver & Passenger,6489,4.2
Mercedes-Benz,Model_9294,Small,16.0,45.8,54.5,30,23,Driver & Passenger,6422,2.0
BMW,Model_9295,Small,41.9,34.0,58.9,15,23,Driver & Passenger,6113,4.5
Lexus,Model_9296,Compact,42.2,20.0,49.1,30,23,Driver & Passenger,5014,2.2
Toyota,Model_9297,Large,13.8,12.3,61.4,26,32,None,4803,4.8
Toyota,Model_9298,Van,34.9,44.2,60.0,31,38,None,4906,3.6
Hyundai,Model_9299,Compact,11.2,24.2,41.2,23,35,Driver & Passenger,6294,1.8
Kia,Model_9300,Van,30.3,26.9,60.1,20,47,Driver & Passenger,4761,4.1
BMW,Model_9301,Small,15.0,31.8,40.9,21,33,Driver & Passenger,4316,3.1
Kia,Model_9302,Large,13.8,32.8,17.5,27,29,None,6237,2.6
Mazda,Model_9303,Midsize,8.7,19.3,56.0,31,24,Driver & Passenger,4006,2.9
Mercedes-Benz,Model_9304,Small,42.8,40.2,19.0,24,34,Driver & Passenger,6373,2.6
Audi,Model_9305,Compact,38.8,41.2,28.7,25,25,Driver & Passenger,4088,3.8
Subaru,Model_9306,Midsize,11.3,16.4,32.1,28,38,Driver only,4719,2.0
BMW,Model_9307,Sport,30.4,34.0,54.8,31,33,Driver & Passenger,4890,3.0
Honda,Model_9308,Midsize,17.0,37.4,16.4,30,46,Driver & Passenger,4829,4.0
Audi,Model_9309,Compact,18.1,18.4,35.6,19,30,Driver & Passenger,6326,1.6
Hyundai,Model_9310,SUV,40.4,50.3,35.1,32,22,None,5930,2.2
Lexus,Model_9311,Midsize,12.7,31.7,42.9,25,44,Driver & Passenger,4071,1.9
Volkswagen,Model_9312,Compact,30.5,15.2,30.8,24,21,Driver & Passenger,4881,3.3
Kia,Model_9313,SUV,23.1,25.0,42.6,35,25,Driver & Passenger,4216,2.6
Kia,Model_9314,Small,15.5,31.5,64.3,35,43,Driver & Passenger,5932,2.3
Lexus,Model_9315,SUV,25.0,10.5,15.8,36,27,Driver only,6018,2.4
Audi,Model_9316,Large,42.8,11.4,58.4,20,20,Driver only,4109,2.9
Toyota,Model_9317,Sport,37.0,12.5,28.4,24,47,Driver only,4828,2.7
Kia,Model_9318,SUV,13.3,34.2,36.7,25,33,Driver & Passenger,5190,3.8
Hyundai,Model_9319,Large,39.5,25.1,51.3,15,35,Driver & Passenger,4579,3.8
Mercedes-Benz,Model_9320,Large,42.7,50.2,60.2,19,36,Driver only,4748,1.1
Honda,Model_9321,Large,18.6,35.2,12.5,16,27,Driver & Passenger,6474,3.8
Hyundai,Model_9322,SUV,20.7,44.2,47.1,25,36,Driver & Passenger,6431,1.9
Chevrolet,Model_9323,Compact,13.1,40.9,15.7,28,32,None,5807,2.7
Honda,Model_9324,Compact,21.1,33.4,39.9,27,38,Driver only,5912,1.9
Honda,Model_9325,Sport,33.1,43.5,51.7,37,28,Driver only,4266,1.5
Mercedes-Benz,Model_9326,Compact,18.4,34.5,21.0,25,22,Driver & Passenger,4599,3.3
Kia,Model_9327,Van,8.7,27.3,52.5,20,37,Driver & Passenger,5086,4.8
Volkswagen,Model_9328,Compact,20.9,29.6,28.4,16,20,Driver only,5991,2.5
Ford,Model_9329,Compact,25.0,47.7,44.4,33,32,Driver only,4374,3.7
Lexus,Model_9330,Compact,29.2,35.3,46.9,23,32,Driver & Passenger,4477,2.8
Subaru,Model_9331,Small,33.5,27.0,46.4,37,31,Driver & Passenger,6334,1.7
Lexus,Model_9332,Sport,10.8,18.1,13.0,32,20,Driver & Passenger,6327,4.7
Toyota,Model_9333,Van,25.6,32.3,20.1,28,29,None,5709,2.8
Subaru,Model_9334,Compact,18.2,21.4,57.4,27,38,Driver & Passenger,5492,1.0
Kia,Model_9335,Sport,43.1,53.0,61.8,26,41,Driver & Passenger,6181,2.8
Subaru,Model_9336,Midsize,21.6,32.1,41.9,26,26,Driver only,4849,1.0
Toyota,Model_9337,Small,12.2,10.4,43.6,27,33,Driver & Passenger,4878,4.2
Mercedes-Benz,Model_9338,SUV,10.0,14.2,52.0,21,25,None,4863,2.5
Lexus,Model_9339,Compact,18.2,22.8,33.5,30,25,Driver & Passenger,6081,3.5
Mazda,Model_9340,Van,15.0,14.1,29.4,31,28,None,4065,4.1
Lexus,Model_9341,Small,32.2,50.2,52.7,23,39,Driver & Passenger,6219,1.1
Ford,Model_9342,Van,39.4,48.4,13.5,28,35,None,5877,3.1
Subaru,Model_9343,SUV,19.9,53.7,58.9,23,24,Driver & Passenger,4532,3.6
Kia,Model_9344,SUV,29.6,41.8,35.4,20,34,None,5029,2.9
Nissan,Model_9345,Small,35.2,39.0,38.7,15,20,Driver & Passenger,5803,2.2
Subaru,Model_9346,Midsize,23.0,51.6,45.6,36,23,Driver & Passenger,5667,2.9
Honda,Model_9347,Sport,10.9,52.6,26.5,37,29,None,4733,2.6
Mazda,Model_9348,Small,16.9,49.5,43.7,34,25,Driver & Passenger,4840,3.4
Ford,Model_9349,Large,40.7,48.8,48.7,15,42,None,5542,2.9
Kia,Model_9350,SUV,38.6,40.2,18.3,33,46,Driver only,4239,1.5
Hyundai,Model_9351,Midsize,11.7,10.1,39.6,36,21,Driver & Passenger,5070,1.3
Audi,Model_9352,SUV,16.7,29.3,29.5,29,29,Driver only,4789,1.7
Hyundai,Model_9353,Large,36.6,38.6,41.5,31,41,None,4154,1.3
Mercedes-Benz,Model_9354,Midsize,26.2,34.6,13.1,34,38,None,6299,2.0
Audi,Model_9355,SUV,36.2,47.0,51.4,22,42,Driver & Passenger,5762,1.3
Toyota,Model_9356,Large,16.2,46.9,20.9,36,28,Driver & Passenger,5573,3.4
Lexus,Model_9357,Large,43.3,36.9,48.5,36,30,Driver & Passenger,4269,2.8
Subaru,Model_9358,SUV,37.1,11.0,52.7,17,23,Driver & Passenger,5703,2.0
Ford,Model_9359,SUV,15.7,26.6,51.9,37,43,Driver & Passenger,6403,1.1
Honda,Model_9360,Van,28.9,20.3,55.3,26,29,None,5740,1.6
Honda,Model_9361,Small,12.6,25.2,28.3,29,25,Driver & Passenger,4612,3.7
Volkswagen,Model_9362,Small,21.7,37.8,63.3,32,22,Driver only,5139,2.0
Lexus,Model_9363,Midsize,32.6,13.0,13.3,27,32,Driver & Passenger,4049,2.3
Chevrolet,Model_9364,Sport,20.5,11.0,37.5,19,38,Driver only,4458,1.3
Audi,Model_9365,SUV,32.5,29.7,26.3,36,22,Driver & Passenger,6079,3.2
Subaru,Model_9366,Van,17.4,45.7,51.2,31,39,None,5860,4.2
Mazda,Model_9367,Small,34.8,11.4,54.7,35,37,Driver & Passenger,4991,2.4
Ford,Model_9368,Small,21.6,48.2,55.6,17,31,Driver & Passenger,5110,1.5
Honda,Model_9369,Van,37.4,27.3,27.7,33,31,Driver & Passenger,6308,4.8
Lexus,Model_9370,Compact,13.5,15.3,26.5,20,40,Driver & Passenger,4807,3.0
Chevrolet,Model_9371,Van,21.7,35.5,47.9,31,31,Driver & Passenger,5701,1.4
Ford,Model_9372,Small,25.4,52.9,61.2,19,43,Driver & Passenger,4765,3.0
Subaru,Model_9373,Sport,24.0,34.4,25.5,35,47,Driver only,5213,1.2
Mercedes-Benz,Model_9374,Compact,24.3,40.9,60.3,19,26,Driver & Passenger,5281,1.2
Lexus,Model_9375,Large,24.7,46.7,43.3,33,28,None,4807,2.3
BMW,Model_9376,Van,44.6,46.0,51.1,36,31,Driver & Passenger,4504,3.7
Mercedes-Benz,Model_9377,Large,15.6,13.3,35.3,25,38,None,4582,3.8
Honda,Model_9378,Compact,36.6,43.3,54.8,15,23,Driver & Passenger,5255,4.6
BMW,Model_9379,Compact,28.6,52.7,63.4,27,43,Driver & Passenger,4433,1.4
Ford,Model_9380,Compact,23.6,41.5,21.0,31,29,Driver only,4405,2.9
Subaru,Model_9381,Midsize,31.6,47.6,32.4,25,46,Driver only,4902,2.9
Honda,Model_9382,Van,39.7,31.8,57.7,32,38,Driver only,5916,2.8
Volkswagen,Model_9383,SUV,25.5,24.4,21.4,18,36,Driver & Passenger,4364,4.4
BMW,Model_9384,Sport,40.1,40.4,33.9,24,37,Driver only,5047,4.2
Lexus,Model_9385,Sport,11.9,32.1,20.8,25,29,Driver & Passenger,6211,3.0
Nissan,Model_9386,Large,32.3,50.3,46.4,32,45,Driver & Passenger,6257,4.1
Chevrolet,Model_9387,Large,20.7,53.8,24.6,15,43,Driver & Passenger,4921,1.2
Mazda,Model_9388,SUV,22.6,46.9,32.2,18,31,Driver & Passenger,6278,3.1
Audi,Model_9389,Large,29.3,54.7,38.0,19,42,None,6359,1.4
Chevrolet,Model_9390,Van,26.0,25.7,27.7,16,39,Driver & Passenger,5877,4.5
BMW,Model_9391,Small,22.4,50.3,48.0,36,27,Driver only,5798,3.0
Honda,Model_9392,Large,19.8,24.8,17.9,26,38,Driver & Passenger,5831,1.1
Volkswagen,Model_9393,Compact,31.1,15.3,58.6,25,20,Driver & Passenger,5783,3.2
Nissan,Model_9394,Large,27.0,38.0,37.5,35,23,Driver & Passenger,5899,4.0
Volkswagen,Model_9395,Compact,20.3,30.5,42.4,30,25,Driver only,5173,1.5
Nissan,Model_9396,Midsize,16.0,51.5,45.0,18,41,Driver & Passenger,4301,2.1
Audi,Model_9397,Small,36.8,32.1,15.2,21,23,Driver & Passenger,4022,2.8
Volkswagen,Model_9398,Small,37.7,51.7,52.1,35,35,Driver & Passenger,5023,2.7
Nissan,Model_9399,SUV,16.3,13.5,62.1,37,27,Driver only,5670,3.0
Volkswagen,Model_9400,Van,18.1,47.4,39.6,35,28,Driver & Passenger,4394,1.1
Hyundai,Model_9401,Van,17.2,44.2,32.7,27,34,Driver & Passenger,5351,4.0
Chevrolet,Model_9402,Sport,40.8,42.4,53.6,28,37,Driver & Passenger,5381,2.3
Kia,Model_9403,Midsize,36.8,26.0,50.2,25,22,Driver & Passenger,5418,3.8
Nissan,Model_9404,SUV,11.2,45.3,46.5,22,47,None,4810,4.4
Audi,Model_9405,Van,38.9,31.7,63.2,15,43,Driver only,4030,3.7
Nissan,Model_9406,Compact,9.8,42.2,42.8,22,36,Driver only,4740,3.7
Nissan,Model_9407,Midsize,17.7,34.9,25.2,33,20,Driver & Passenger,5279,3.3
Hyundai,Model_9408,Small,42.0,17.1,13.3,31,26,Driver & Passenger,5945,1.0
Hyundai,Model_9409,Compact,40.0,12.9,36.0,23,29,Driver only,5350,4.6
Chevrolet,Model_9410,SUV,37.0,26.5,46.6,27,34,Driver & Passenger,5507,4.3
Mercedes-Benz,Model_9411,SUV,25.2,52.0,21.1,36,42,Driver & Passenger,6233,1.8
BMW,Model_9412,Midsize,20.2,33.8,13.4,29,32,Driver only,6323,1.7
Toyota,Model_9413,Small,40.7,46.1,60.2,27,42,Driver & Passenger,5870,1.1
Kia,Model_9414,Van,32.5,35.9,28.0,22,24,Driver & Passenger,5890,2.5
Nissan,Model_9415,Compact,19.3,53.1,36.7,26,47,Driver only,5213,4.9
Mazda,Model_9416,Compact,25.4,26.6,16.8,25,26,Driver & Passenger,6492,1.4
Nissan,Model_9417,Small,40.7,12.6,32.2,34,33,Driver only,6004,3.3
Hyundai,Model_9418,Compact,41.5,45.1,34.5,27,33,Driver only,5845,2.1
Volkswagen,Model_9419,Van,32.6,41.7,59.8,30,28,Driver & Passenger,5639,4.4
BMW,Model_9420,Van,35.2,33.7,57.9,16,41,None,5391,3.0
Mazda,Model_9421,Van,9.9,24.7,22.0,20,25,Driver only,6172,4.4
Kia,Model_9422,Small,30.6,18.5,41.5,30,38,Driver only,4008,4.7
Mazda,Model_9423,Large,33.6,31.7,50.8,32,34,None,4093,3.5
Mercedes-Benz,Model_9424,Large,9.2,40.0,27.5,31,35,Driver & Passenger,4021,2.1
Chevrolet,Model_9425,SUV,39.3,36.0,32.9,29,42,Driver & Passenger,6411,2.8
Audi,Model_9426,SUV,42.4,29.7,64.2,21,41,Driver & Passenger,4345,3.5
Lexus,Model_9427,Compact,17.2,34.3,52.3,28,31,Driver & Passenger,5950,3.6
Audi,Model_9428,Van,39.4,14.9,35.2,21,40,Driver & Passenger,6302,1.3
Lexus,Model_9429,Compact,32.8,41.3,40.3,20,22,None,5455,2.4
Kia,Model_9430,Small,29.7,43.0,45.2,26,22,None,4129,3.1
Subaru,Model_9431,Compact,39.3,10.5,38.4,16,25,Driver only,4740,2.3
BMW,Model_9432,Sport,18.9,22.2,33.8,35,41,Driver & Passenger,5679,3.3
Subaru,Model_9433,Large,37.4,14.1,31.0,15,40,Driver & Passenger,6353,1.7
Audi,Model_9434,Compact,20.0,54.9,21.0,32,38,Driver only,4380,1.1
Lexus,Model_9435,Compact,37.2,36.7,63.6,19,31,None,5403,2.4
Ford,Model_9436,Midsize,25.0,31.0,16.8,35,35,Driver & Passenger,5634,3.3
Hyundai,Model_9437,Compact,12.8,30.8,43.9,21,37,Driver & Passenger,4517,1.0
Kia,Model_9438,Sport,22.4,53.4,62.9,29,23,Driver & Passenger,4906,3.4
Kia,Model_9439,Large,17.0,39.7,31.9,35,39,Driver & Passenger,4076,2.4
Toyota,Model_9440,Midsize,12.2,17.6,25.4,20,45,Driver & Passenger,6257,5.0
Toyota,Model_9441,Small,12.5,30.2,62.6,16,32,Driver only,6359,4.1
Chevrolet,Model_9442,SUV,37.0,44.8,54.5,35,32,Driver & Passenger,5707,2.2
Lexus,Model_9443,Small,40.7,29.1,46.7,31,21,Driver & Passenger,5885,4.9
Hyundai,Model_9444,Large,42.3,23.9,44.4,27,47,None,6152,2.1
Chevrolet,Model_9445,SUV,39.7,54.6,31.1,27,28,Driver & Passenger,5664,1.4
Toyota,Model_9446,Small,38.8,52.1,46.0,28,46,Driver only,4228,1.1
Subaru,Model_9447,Sport,11.0,52.4,50.4,37,30,Driver & Passenger,4515,4.1
Audi,Model_9448,Compact,37.3,15.9,13.7,22,22,Driver only,4333,2.3
Honda,Model_9449,Large,37.1,20.5,18.2,29,36,Driver & Passenger,5738,4.9
Kia,Model_9450,SUV,13.3,29.9,28.7,25,31,Driver only,6134,3.5
Mercedes-Benz,Model_9451,Midsize,32.7,47.4,29.1,27,24,Driver & Passenger,4493,1.7
Ford,Model_9452,Compact,25.0,43.2,59.7,35,33,Driver & Passenger,5483,2.3
Kia,Model_9453,Small,41.4,48.2,48.3,34,45,Driver only,6361,3.0
Nissan,Model_9454,Small,33.9,51.4,31.8,15,38,Driver & Passenger,6158,3.9
BMW,Model_9455,Midsize,43.2,45.1,54.9,16,41,Driver & Passenger,5577,3.4
Hyundai,Model_9456,Sport,12.3,21.8,29.1,25,36,Driver & Passenger,6243,2.0
Honda,Model_9457,Midsize,10.0,22.8,64.5,28,45,Driver only,5472,2.9
Ford,Model_9458,Large,44.0,25.9,53.4,19,23,None,4551,1.9
Nissan,Model_9459,Midsize,11.4,23.6,54.8,21,20,Driver only,4253,2.4
Chevrolet,Model_9460,Small,22.6,21.2,25.8,30,36,Driver & Passenger,4073,2.1
Ford,Model_9461,Sport,32.2,43.9,19.7,25,29,Driver & Passenger,4902,4.6
Subaru,Model_9462,Sport,40.6,11.5,32.6,29,27,None,5665,4.2
Toyota,Model_9463,Van,17.8,42.8,29.7,18,45,Driver & Passenger,4726,3.1
Kia,Model_9464,Midsize,9.6,47.1,52.8,24,30,Driver only,5313,1.7
Ford,Model_9465,Large,27.5,13.0,21.2,15,39,Driver & Passenger,4779,3.4
BMW,Model_9466,Small,25.7,12.8,40.0,21,29,Driver & Passenger,5266,2.4
Mazda,Model_9467,Compact,19.7,22.8,45.3,26,38,Driver & Passenger,5847,1.1
Mercedes-Benz,Model_9468,Sport,40.4,19.4,32.4,25,25,Driver & Passenger,5867,3.8
Chevrolet,Model_9469,Midsize,35.9,36.2,22.6,25,30,None,5260,2.0
Volkswagen,Model_9470,Van,39.8,40.4,59.5,31,35,Driver & Passenger,5705,1.9
Hyundai,Model_9471,Large,14.4,38.5,19.4,15,29,Driver & Passenger,6186,3.7
Hyundai,Model_9472,Large,33.8,26.1,28.1,29,44,Driver only,5181,4.5
Hyundai,Model_9473,SUV,44.1,32.4,52.1,37,41,Driver & Passenger,5622,2.1
Subaru,Model_9474,Small,30.8,38.8,44.1,35,20,Driver & Passenger,4529,4.1
Hyundai,Model_9475,Sport,14.8,15.4,50.7,34,27,Driver & Passenger,5544,4.5
Ford,Model_9476,Small,44.8,20.3,54.9,36,36,Driver only,4625,1.8
Mazda,Model_9477,Van,27.8,50.1,59.5,32,38,Driver only,6181,4.7
Kia,Model_9478,Compact,39.2,25.4,28.1,35,28,Driver only,5867,2.1
Volkswagen,Model_9479,Compact,14.0,46.1,37.1,18,39,Driver & Passenger,5800,1.9
Subaru,Model_9480,Compact,32.8,21.3,48.5,33,27,Driver only,4603,2.4
Nissan,Model_9481,Large,41.8,11.9,54.1,19,28,None,4349,1.9
Honda,Model_9482,Sport,27.9,32.5,42.6,28,35,None,4558,3.3
Kia,Model_9483,Small,19.0,50.2,39.2,37,33,Driver & Passenger,4294,2.9
Nissan,Model_9484,Small,13.2,46.9,48.7,27,43,Driver only,5151,3.7
Honda,Model_9485,Van,19.3,21.4,32.2,33,25,Driver & Passenger,4826,3.9
Mazda,Model_9486,Compact,21.5,50.9,59.4,33,28,Driver only,5731,1.3
Honda,Model_9487,Sport,34.4,31.6,23.2,30,30,None,5515,1.6
Mercedes-Benz,Model_9488,Sport,15.0,12.2,58.9,36,41,Driver & Passenger,4695,4.2
Kia,Model_9489,Van,12.4,11.3,46.1,35,34,Driver only,5269,1.3
Subaru,Model_9490,Midsize,22.6,31.8,43.8,33,34,Driver only,5421,3.6
Mercedes-Benz,Model_9491,Sport,25.2,34.6,36.9,15,24,Driver & Passenger,5871,3.7
Lexus,Model_9492,Sport,31.4,13.6,20.2,24,27,Driver & Passenger,5124,3.9
BMW,Model_9493,Small,34.3,51.5,57.8,16,39,None,5695,1.9
Ford,Model_9494,Van,41.0,42.3,14.8,29,22,None,4158,1.6
Nissan,Model_9495,Sport,19.0,46.1,26.3,33,39,Driver only,5220,2.8
BMW,Model_9496,Sport,27.8,36.3,17.8,18,47,Driver & Passenger,6263,1.2
Nissan,Model_9497,Small,21.9,39.9,17.7,35,44,None,4886,4.4
Subaru,Model_9498,Sport,8.6,27.5,32.7,18,23,Driver & Passenger,4842,4.0
Ford,Model_9499,Small,29.6,40.6,20.5,26,26,Driver & Passenger,5288,4.5
Lexus,Model_9500,Midsize,38.3,54.0,42.8,35,36,Driver & Passenger,4407,1.3
Audi,Model_9501,Large,9.8,39.1,45.2,33,31,Driver & Passenger,5811,4.7
Honda,Model_9502,SUV,8.6,25.4,58.8,37,25,Driver & Passenger,4012,4.0
Mazda,Model_9503,Small,35.1,22.8,27.9,23,43,Driver only,4822,1.5
Audi,Model_9504,Small,33.5,53.4,28.4,36,42,Driver & Passenger,4603,1.4
Audi,Model_9505,Sport,23.3,18.3,25.1,30,40,Driver & Passenger,5518,4.6
Hyundai,Model_9506,Small,32.6,46.3,53.4,29,23,Driver & Passenger,5758,2.9
Toyota,Model_9507,Van,43.3,30.9,34.7,23,37,Driver & Passenger,5631,5.0
Kia,Model_9508,Compact,17.5,30.0,41.3,33,35,Driver & Passenger,4356,3.5
BMW,Model_9509,Compact,17.5,43.6,31.9,32,20,Driver & Passenger,4302,3.8
BMW,Model_9510,Midsize,15.3,16.7,20.3,35,36,Driver only,6299,2.9
BMW,Model_9511,Small,34.9,31.0,17.4,21,24,Driver & Passenger,4582,2.7
Mercedes-Benz,Model_9512,Van,21.4,11.6,58.0,30,44,Driver only,6141,4.2
Subaru,Model_9513,Sport,44.6,40.2,26.1,29,42,None,4030,2.8
BMW,Model_9514,Sport,34.6,12.6,61.9,37,37,None,4300,3.0
Subaru,Model_9515,SUV,21.9,13.9,62.2,25,25,Driver & Passenger,4309,2.6
Kia,Model_9516,Large,13.9,48.0,37.4,20,45,Driver & Passenger,4328,1.8
Audi,Model_9517,Midsize,30.1,29.9,62.8,17,42,Driver & Passenger,5121,4.4
Lexus,Model_9518,Van,19.3,19.0,13.5,28,32,None,4410,1.9
Kia,Model_9519,Van,41.6,36.7,16.9,20,27,None,4051,2.2
BMW,Model_9520,SUV,24.6,33.4,24.9,31,46,None,5050,3.4
Toyota,Model_9521,SUV,19.2,28.5,23.1,33,44,Driver only,6163,2.3
Chevrolet,Model_9522,Sport,30.0,50.7,25.4,32,38,Driver & Passenger,5388,2.4
Ford,Model_9523,Large,13.5,43.7,36.0,34,47,Driver & Passenger,4684,1.0
BMW,Model_9524,Sport,29.0,16.8,15.3,30,35,Driver & Passenger,6474,4.2
Mazda,Model_9525,Large,10.5,35.7,41.4,17,37,Driver & Passenger,4553,3.0
Chevrolet,Model_9526,Compact,30.7,14.0,28.4,20,26,Driver only,6351,1.8
Kia,Model_9527,Van,27.9,21.0,15.8,31,43,Driver & Passenger,4341,3.8
Mazda,Model_9528,SUV,27.5,50.9,51.9,34,28,Driver & Passenger,5523,3.6
Mazda,Model_9529,Compact,33.5,30.8,46.6,19,45,Driver & Passenger,5996,2.5
Nissan,Model_9530,Sport,10.1,50.1,54.1,35,47,None,5306,3.3
Mazda,Model_9531,Midsize,25.3,17.5,61.8,30,40,None,4295,3.7
BMW,Model_9532,Small,24.7,19.2,43.0,31,44,Driver & Passenger,4093,1.2
Nissan,Model_9533,Midsize,25.3,25.9,53.7,30,20,None,5186,2.7
Hyundai,Model_9534,Midsize,44.3,26.5,22.6,35,28,None,5408,3.1
Lexus,Model_9535,Small,13.6,43.5,33.7,23,29,Driver & Passenger,6202,3.9
Audi,Model_9536,Van,33.7,37.0,40.1,21,40,Driver & Passenger,4277,2.5
Mazda,Model_9537,Compact,23.2,34.9,40.7,19,37,None,6026,1.7
Toyota,Model_9538,Compact,27.2,37.1,50.1,23,41,None,5815,1.4
Volkswagen,Model_9539,Van,36.3,42.9,54.2,35,20,Driver only,4150,4.2
Ford,Model_9540,Small,14.2,50.2,47.3,24,32,Driver only,6228,2.9
Mazda,Model_9541,Large,36.4,28.7,14.5,35,33,Driver & Passenger,5864,1.9
Subaru,Model_9542,Midsize,11.1,46.1,30.6,15,42,Driver only,5946,4.2
Hyundai,Model_9543,Sport,26.1,32.3,42.3,21,26,Driver only,5431,4.2
Honda,Model_9544,Compact,35.6,42.5,38.9,35,47,Driver & Passenger,6255,3.6
Subaru,Model_9545,Van,15.5,49.4,14.4,19,45,Driver & Passenger,6175,1.5
Kia,Model_9546,Sport,36.6,11.4,64.0,20,27,Driver only,4022,2.2
Volkswagen,Model_9547,SUV,14.6,34.6,62.7,20,20,Driver & Passenger,4311,4.5
Kia,Model_9548,Small,37.7,54.5,53.0,37,21,Driver & Passenger,4604,1.5
Lexus,Model_9549,Sport,25.6,32.3,14.9,29,30,None,6451,3.8
Hyundai,Model_9550,Sport,33.5,48.9,34.8,22,20,Driver & Passenger,5566,2.0
Honda,Model_9551,Midsize,42.0,18.4,33.7,15,43,Driver only,5640,1.1
Kia,Model_9552,Small,23.4,37.2,41.6,24,31,Driver & Passenger,4957,3.8
Kia,Model_9553,Sport,17.0,49.2,15.0,17,27,Driver & Passenger,4344,2.1
Kia,Model_9554,Compact,40.2,29.4,34.5,36,47,None,5911,4.0
Hyundai,Model_9555,Small,14.4,31.9,52.2,30,22,Driver only,4041,2.5
Volkswagen,Model_9556,Compact,31.5,13.7,64.9,15,29,Driver & Passenger,4613,1.9
Audi,Model_9557,Van,42.2,11.9,43.6,30,34,Driver & Passenger,6272,4.6
Ford,Model_9558,Van,33.1,31.1,61.9,28,31,Driver & Passenger,5548,2.4
Hyundai,Model_9559,SUV,15.6,48.0,64.9,19,21,Driver & Passenger,4922,4.7
Honda,Model_9560,Large,14.1,51.9,35.0,30,44,Driver & Passenger,4850,4.8
Mazda,Model_9561,Van,17.7,39.6,47.4,35,24,Driver & Passenger,4591,2.6
Lexus,Model_9562,Sport,22.8,47.2,23.3,25,28,Driver & Passenger,6094,3.9
Audi,Model_9563,Small,14.3,43.1,37.2,32,37,Driver only,5869,2.6
Mercedes-Benz,Model_9564,Van,37.6,41.6,16.2,21,25,None,5638,3.6
Hyundai,Model_9565,Compact,21.5,44.6,13.5,22,30,None,6453,4.1
Audi,Model_9566,Sport,42.7,32.7,59.3,31,33,None,5902,3.6
Mazda,Model_9567,Van,39.3,30.6,57.5,28,20,Driver & Passenger,5152,2.2
Toyota,Model_9568,Midsize,41.7,17.2,28.5,31,42,Driver & Passenger,5202,2.2
Nissan,Model_9569,Compact,19.2,48.0,36.2,26,23,Driver & Passenger,4113,4.4
Ford,Model_9570,SUV,29.4,12.0,38.2,32,26,Driver & Passenger,4574,3.3
Ford,Model_9571,SUV,20.2,22.0,39.6,15,28,Driver & Passenger,5626,4.6
Hyundai,Model_9572,SUV,17.9,33.4,19.1,21,36,None,5185,2.7
Toyota,Model_9573,Compact,30.7,53.7,53.1,20,36,Driver & Passenger,6076,2.1
Nissan,Model_9574,SUV,38.4,45.4,30.4,29,30,Driver only,4710,3.4
Ford,Model_9575,Large,11.9,26.6,13.7,32,42,Driver only,6016,4.6
Honda,Model_9576,Midsize,18.6,42.1,47.9,25,45,Driver only,4824,3.0
Chevrolet,Model_9577,Large,16.0,51.9,56.0,31,46,None,4459,2.1
Chevrolet,Model_9578,Van,37.6,34.2,60.7,15,31,None,6336,1.9
Ford,Model_9579,Midsize,42.6,30.8,47.7,16,34,None,6413,2.8
Mercedes-Benz,Model_9580,Compact,11.4,34.9,22.1,21,21,Driver only,5495,4.4
BMW,Model_9581,Large,22.3,24.0,43.3,24,27,Driver only,4118,2.1
Ford,Model_9582,Sport,41.9,50.8,60.3,28,39,Driver & Passenger,4103,3.2
Lexus,Model_9583,Midsize,21.1,45.9,30.6,26,42,Driver & Passenger,4049,1.7
Lexus,Model_9584,Compact,34.5,41.7,62.5,31,45,Driver & Passenger,5720,4.0
Mazda,Model_9585,Small,12.2,36.5,17.2,28,21,Driver & Passenger,4853,2.8
Mazda,Model_9586,Midsize,24.7,53.6,50.6,33,43,Driver & Passenger,4474,2.0
Mercedes-Benz,Model_9587,Midsize,26.9,23.4,18.4,24,25,Driver only,4718,4.0
